Date,MKT_AP,HML_AP,SMB_AP,ESG_AP,HDY_AP,LOV_AP,MOM_AP,QLT_AP,MKT_EU,HML_EU,SMB_EU,ESG_EU,HDY_EU,LOV_EU,MOM_EU,QLT_EU,MKT_NA,HML_NA,SMB_NA,ESG_NA,HDY_NA,LOV_NA,MOM_NA,QLT_NA,MKT_World,HML_World,SMB_World,ESG_World,HDY_World,LOV_World,MOM_World,QLT_World,RF_World,RF_AP,RF_EU,RF_NA
1973-07-31,0.02751497941848935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04954312627424884,0.0,0.0,0.0,0.0,0.0,0.007418863434226153,0.0,0.04272074970451245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024545662361412646,0.0,0.0,0.0,0.0,0.0,-0.025089173442999768,0.0,-0.0029693170570767036,-0.0029693170570767036,-0.0029693170570767036,-0.0029693170570767036
1973-08-31,-0.06766942943676824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06827353170408812,0.0,0.0,0.0,0.0,0.0,0.00471069544782643,0.0,-0.057291104507119606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040865988007251386,0.0,0.0,0.0,0.0,0.0,0.01083577652688883,0.0,0.02680344142951685,0.02680344142951685,0.02680344142951685,0.02680344142951685
1973-09-30,0.029645461220276337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022173196682398366,0.0,0.0,0.0,0.0,0.0,0.009098336696872877,0.0,0.03557207963540421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029645461220276337,0.0,0.0,0.0,0.0,0.0,-0.04179272341425877,0.0,0.0,0.0,0.0,0.0
1973-10-31,-0.002410757537621544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01392956428281189,0.0,0.0,0.0,0.0,0.0,-0.009219816917526158,0.0,-0.004349455239275102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01080226212077351,0.0,0.0,0.0,0.0,0.0,0.002818623236774842,0.0,0.013213019658395053,0.013213019658395053,0.013213019658395053,0.013213019658395053
1973-11-30,-0.134312528860271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1558932071630158,0.0,0.0,0.0,0.0,0.0,0.007292461228886049,0.0,-0.10767472093806585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12890540417833718,0.0,0.0,0.0,0.0,0.0,0.016985533579855105,0.0,0.005407124681933828,0.005407124681933828,0.005407124681933828,0.005407124681933828
1973-12-31,-0.01026428922607836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03361703313633768,0.0,0.0,0.0,0.0,0.0,0.01547014834066629,0.0,0.013861522382119684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007417088972993757,0.0,0.0,0.0,0.0,0.0,-0.02207503011632328,0.0,0.002847200253084603,0.002847200253084603,0.002847200253084603,0.002847200253084603
1974-01-31,-2.7242277038652674e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009001908886246635,0.0,0.0,0.0,0.0,0.0,0.031078824305964647,0.0,-0.019191149460116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008514625930024833,0.0,0.0,0.0,0.0,0.0,0.05298385826226615,0.0,0.008517350157728698,0.008517350157728698,0.008517350157728698,0.008517350157728698
1974-02-28,0.038027651748563596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053441755822580816,0.0,0.0,0.0,0.0,0.0,0.005576032832946165,0.0,0.025608464589025548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01644491793561409,0.0,0.0,0.0,0.0,0.0,-0.021884874415962208,0.0,-0.021582733812949506,-0.021582733812949506,-0.021582733812949506,-0.021582733812949506
1974-03-31,-0.02821887265432932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04344260340020245,0.0,0.0,0.0,0.0,0.0,0.03524022171538477,0.0,-0.026939992451674222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024382555518779547,0.0,0.0,0.0,0.0,0.0,-0.006452942908678372,0.0,0.0038363171355497716,0.0038363171355497716,0.0038363171355497716,0.0038363171355497716
1974-04-30,-0.02371299507115432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03626197704775391,0.0,0.0,0.0,0.0,0.0,-0.006906477598164207,0.0,-0.04684572782680896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01575121163166404,0.0,0.0,0.0,0.0,0.0,0.044252093465879216,0.0,0.007961783439490278,0.007961783439490278,0.007961783439490278,0.007961783439490278
